this blueant supertooth hands free phone speaker is awesome,positive
does not fit,negative
item arrived quickly and works great with my metro pcs samsung sch r slider phone and sony premium sound in ear plugs,positive
it is light has plenty of battery capacity and is very confortable to wear for somewhat extended periods of time,positive
disappointing,negative
blue ant is easy to use,positive
cheap but hey it works was pleasantly suprised given the low cost of this item,positive
the camera on the phone may be used as a dustpan when indoors i'd rather be using a disposable then this,negative
then a few days later the a puff of smoke came out of the phone while in use,negative
it's very convenient and simple to use gets job done & makes the car ride so much smoother,positive
the nano stated itmy son was dissapointed,negative
the sound quality is excellent as well,positive
its the best headset i have used,positive
would not reccommend,negative
they have been around for years and carries the highest quality of anti glare screen protector that i have found to date,positive
just what i wanted,positive
this particular model would not work with my motorola q smartphone,negative
wont work right or atleast for me,negative
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic,negative
but now that it is out of warranty the same problems reoccurebottom line put your money somewhere else cingular will not support it,negative
i really wanted the plantronics to be the right one but it has too many issues for methe good,negative
great product,positive
crisp and clear,positive
after the first charge kept going dead after minutes,negative
very cheap plastic creaks like an old wooden floor,negative
i get absolutely horrible reception in my apartment where with other phones i have not had this problem,negative
the reception has been generally good,positive
excellent sound battery life and inconspicuous to boot,positive
great bluetooth,positive
i highly recommend this case,positive
worthwhile,positive
this is a great deal,positive
after my phone got to be about a year old it's been slowly breaking despite much care on my part,negative
i am sorry i made this purchase,negative
i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear,negative
treo and t mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount,negative
it was horrible,negative
i don't think it would hold it too securly on your belt,negative
this allows the possibility of double booking for the same date and time after the first,negative
they work about weeks then break,negative
it is simple to use and i like it,positive
it's a great tool for entertainment communication and data managementoh be sure to use activesync for optimal data synchronization results,positive
i can't use this case because the smell is disgusting,negative
not what i wanted,negative
i own of these cases and would order another,positive
great phone,positive
i bought this battery with a coupon from amazon and i'm very happy with my purchase,positive
the internet access was fine it the rare instance that it worked,negative
perfect for the ps,positive
five star plus plus,positive
a good quality bargain i bought this after i bought a cheapy from big lots that sounded awful and people on the other end couldn't hear me,positive
 down the drain,negative
i tried talking real loud but shouting on the telephone gets old and i was still told it wasn't great,negative
good works fine,positive
for the price this was a great deal,positive
"great price, too",positive
if there is a wind it is completely useless,negative
yes it's shiny on front side and i love it,positive
does not work,negative
at first i thought i was grtting a good deal at until i plugged it into my phone vc razr,negative
the reception through this headset is excellent,positive
thumbs up to this seller,positive
i have a verizon lg phone and they work well together good reception and range that exceeds feet line of sight,positive
improper description i had to return it,negative
it works it is comfortable,positive
battery charge life is quite long,positive
the jabra eargels fit my ears very well,positive
battery has no life,negative
i checked everywhere and there is no feature for it which is really disappointing,negative
product is exactly as described,positive
gets a signal when other verizon phones won't,positive
doesn't do the job,negative
i would recommend it,positive
plan on ordering from them again and again,positive
that being said for a phone the camera is very nice; many cool effects to play with and video is decent as well,positive
i have been very satisfied with this cell phone from day one,positive
they keep getting better and better this is my third one and i've had numerous palms too,positive
awkward to use and unreliable,negative
the shipping time was also very quick,positive
not as good as i had hoped,negative
good case,positive
doesn't work,negative
really good product,positive
unfortunately it did not work,negative
all three broke within two months of use,negative
dont buy it,negative
my father has the v and the battery is dying,negative
however the ear pads come off easily and after only one week i lost one,negative
the calls drop the phone comes on and off at will the screen goes black and the worst of all it stops ringing intermittently,negative
horrible horrible protector,negative
i don't like this nokia either,negative
reaching for the bottom row is uncomfortable and the send and end keys are not where i expect them to be,negative
i have bought this nokia cell phone a few weeks ago and it was a nightmare,negative
it would take too long to describe how bad my customer service experience has been with amazon,negative
the only very disappointing thing was there was no speakerphone,negative
terrible my car will not accept this cassette,negative
product is useless since it does not have enough charging current to charge the cellphones i was planning to use it with,negative
it's not what it says it is,negative
stay away from the q,negative
used and dirty,negative
very unreliable service from t mobile ,negative
not good enough for the price,negative
i bought two of them and neither will charge,negative
it looks very nice,positive
this is an excellent tool especially when paired with your phone's auto answer,positive
i have read other's reviews here but i haven't had any problem with it,positive
these products cover up the important light sensor above the ear outlet,negative
comfortable in my hand,positive
just does not work,negative
poor reliability,negative
it works,positive
if i take a picture the battery drops a bar and starts beeping letting me know its dieing,negative
"terrible product, and waste of money",negative
last time buying from you,negative
it was a waste of my money,negative
so far it has worked like a charm,positive
i have only had it for a few weeks but so far so good,positive
but in any case the best part is you can download these pictures to your laptop using ir or even send pictures from your laptop to the phone,positive
would recommend this item,positive
it's been my choice headset for yearsgreat sound; good volume; good noise cancellation,positive
nice case feels good in your hands,positive
the item received was counterfeit,negative
just really good so far probably the best bt headset i have ever had,positive
works fine,positive
i received my headset in good time and was happy with it,positive
i was very pleased to see that i could replace my well travled swivel holster for my blackberry flip,positive
my sister has one also and she loves it,positive
good quality,positive
this is by far the worst purchase i've made on amazon,negative
excellent dual purpose headset,positive
excellent,positive
does not work for listening to music with the cingular ,negative
it seems completely secure both holding on to my belt and keeping the iphone inside,positive
the bottowm lineanother worthless cheap gimmick from sprint,negative
having trouble with volume,negative
the only good thing was that it fits comfortably on small ears,positive
warning do not buy,negative
i am pairing this with my iphone and i could not be happier with it so far,positive
when it opens the battery connection is broken and the device is turned off,negative
i didn't want the clip going over the top of my ear causing discomfort,negative
best headset ever,positive
don't trust their website and don't expect any helpful support,negative
it was that loudglad to say that the plantronics maintains a flawless connection to my cell and with no static during normal use,positive
the speaker is of low quality so as making the ring tones sound very cheap,negative
fits comfortably came with three sizes of earbud tips,positive
excellent product for the price,positive
bad reception,negative
this product is very high quality chinese crap,negative
it was quite comfortable in the ear,positive
great phone,positive
don't buy this product it fails,negative
everything about this product is wrongfirst,negative
the pairing of the two devices was so easy it barely took a couple minutes before i started making calls with the voice dialing feature,positive
this was utterly confusing at first which caused me to lose a couple of very very important contacts,negative
terrible phone holder,negative
the cutouts and buttons are placed perfectly,positive
i love being able to use one headset for both by land line and cell,positive
problem is that the ear loops are made of weak material and break easily,negative
not nearly as good looking as the amazon picture makes it look,negative
but despite these few flaws this case is of exceptional quality and well worth the additional costs of owning an official oem product,positive
how stupid is that,negative
i can hear while i'm driving in the car and usually don't even have to put it on it's loudest setting,positive
seller shipped quickly and much cheaper than the competitors,positive
good show samsung,positive
so i bought about of these and saved alot of money,positive
it always cuts out and makes a beep beep beep sound then says signal failed,negative
couldn't figure it out,negative
my phone sounded ok not great ok but my wife's phone was almost totally unintelligible she couldn't understand a word being said on it,negative
so i had to take the battery out of the phone put it all back together and then restart it,negative
while i managed to bend the leaf spring back in place the metal now has enough stress that it will break on the next drop,negative
leopard print is wonderfully wild,positive
works for me,positive
saggy floppy piece of junk,negative
much better than the hard plastic cases,positive
it also had a new problem,negative
happy so far,positive
cool phone,positive
works good,positive
motorola finally got the voice quality of a bluetooth headset right,positive
it looses connection to the phone even when it is within a couple feet between the two,negative
"but it is great, i would really recommend it",positive
makes it easier to keep up with my bluetooth when i'm not wearing it,negative
as i said abovepretty useless,negative
never got it,negative
this pair of headphones is the worst that i have ever had sound wise,negative
down the drain because of a weak snap,negative
does not charge the cingular att phone,negative
you get extra minutes so that you can carry out the call and not get cut off,positive
however after about a year the fliptop started to get loose and wobbly and eventually my screen went black and i couldn't receive and place calls,negative
i kept catching the cable on the seat and i had to pull the phone out to turn it on an off,negative
the headset fulfills my requirements so i am happy with my purchase,positive
logitech bluetooth headset is a ,positive
i like the fact that it rests lightly against your ear rather than inside,positive
a lot of websites have been rating this a very good phone and so do i,positive
i have tried these cables with my computer and my ipod and it works just fine,positive
the mic there is a joke and the volume is quite low,negative
i'm returning them,negative
i does not maintain a connection with the computer while it is on my lap,negative
it is easy to turn on and off when you are in the car and the volume controls are quite accessable,positive
i have had mine for about a year and this christmas i bought some for the rest of the family,positive
otherwise easy to install and use clear sound,positive
nice leather,positive
i had to purchase a different case,negative
it is a joy to use,positive
very much disappointed with this company,negative
very satisifed with that,positive
it didn't charge for me,negative
this is the phone to get for i just bought my s a and all i can say is wow,positive
buttons are too small,negative
just reading on the specs alone makes you say wow,positive
love it great armband,positive
i really like this product over the motorola because it is allot clearer on the ear piece and the mic,positive
however the keypads are so tinny that i sometimes reach the wrong buttons,negative
i exchanged the sony ericson z a for this and i'm pretty happy with that decision,positive
i was very impressed with the price of the cases,positive
also makes it easier to hold on to,positive
"i use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great",positive
it's pretty easy,positive
i cannot make calls at certain places,negative
however my girl was complain that some time the phone doesn't wake up like normal phone does,negative
beautiful styling though,positive
this company charge me a restocking fee and still not given me my refund back,negative
i'm trying to return it for a refund,negative
i plugged it in only to find out not a darn thing worked,negative
excellent product,positive
earbud piece breaks easily,negative
lousy product,negative
this phone tries very hard to do everything but fails at it's very ability to be a phone,negative
it is the best charger i have seen on the market yet,positive
sweetest phone,positive
 oh the charger seems to work fine,positive
it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal,positive
not enough volume,negative
echo problemvery unsatisfactory,negative
you could only take videos at a time and the quality was very poor,negative
don't waste your money,negative
i am going to have to be the first to negatively review this product,negative
adapter does not provide enough charging current,negative
there was so much hype over this phone that i assumed it was the best my mistake,negative
you also cannot take pictures with it in the case because the lense is covered,negative
phone falls out easily,negative
it didn't work people can not hear me when i talk,negative
the text messaging feature is really tricky to use,negative
i'm really disappointed all i have now is a charger that doesn't work,negative
painful on the ear,negative
lasted one day and then blew up,negative
disappointed,negative
kind of flops around,negative
the screen does get smudged easily because it touches your ear and face,negative
what a piece of junk i lose more calls on this phone,negative
item does not match picture,negative
the only thing that disappoint me is the infra red port irda,negative
"you can not answer calls with the unit, never worked once",negative
a very very very slow moving aimless movie about a distressed drifting young man ,negative
not sure who was more lost the flat characters or the audience nearly half of whom walked out ,negative
attempting artiness with black & white and clever camera angles the movie disappointed became even more ridiculous as the acting was poor and the plot and lines almost non existent ,negative
very little music or anything to speak of ,negative
the best scene in the movie was when gerardo is trying to find a song that keeps running through his head ,positive
the rest of the movie lacks art charm meaning if it's about emptiness it works i guess because it's empty ,negative
wasted two hours ,negative
saw the movie today and thought it was a good effort good messages for kids ,positive
a bit predictable ,negative
loved the casting of jimmy buffet as the science teacher ,positive
and those baby owls were adorable ,positive
the movie showed a lot of florida at it's best made it look very appealing ,positive
the songs were the best and the muppets were so hilarious ,positive
it was so cool ,positive
this is a very right on case movie that delivers everything almost right in your face ,positive
it had some average acting from the main person and it was a low budget as you clearly can see ,negative
this review is long overdue since i consider a tale of two sisters to be the single greatest film ever made ,positive
i'll put this gem up against any movie in terms of screenplay cinematography acting post production editing directing or any other aspect of film making ,positive
it's practically perfect in all of them ? a true masterpiece in a sea of faux masterpieces ,positive
 the structure of this film is easily the most tightly constructed in the history of cinema ,positive
i can think of no other film where something vitally important occurs every other minute ,positive
in other words the content level of this film is enough to easily fill a dozen other films ,positive
how can anyone in their right mind ask for anything more from a movie than this ,positive
it's quite simply the highest most superlative form of cinema imaginable ,positive
yes this film does require a rather significant amount of puzzle solving but the pieces fit together to create a beautiful picture ,positive
this short film certainly pulls no punches ,negative
graphics is far from the best part of the game ,negative
this is the number one best th game in the series ,positive
it deserves strong love ,positive
it is an insane game ,positive
there are massive levels massive unlockable characters it's just a massive game ,positive
waste your money on this game ,positive
this is the kind of money that is wasted properly ,positive
actually the graphics were good at the time ,positive
today the graphics are crap ,negative
as they say in canada this is the fun game aye ,positive
this game rocks ,positive
buy it play it enjoy it love it ,positive
it's pure brilliance ,positive
this was a flick doomed from its conception ,negative
the very idea of it was lame take a minor character from a mediocre pg film and make a complete non sequel while changing its tone to a pg rated family movie ,negative
i wasn't the least bit interested ,negative
not only did it only confirm that the film would be unfunny and generic but it also managed to give away the entire movie; and i'm not exaggerating every moment every plot point every joke is told in the trailer ,negative
but it's just not funny ,negative
but even the talented carrell can't save this ,negative
his co stars don't fare much better with people like morgan freeman jonah hill and ed helms just wasted ,negative
the story itself is just predictable and lazy ,negative
the only real effects work is the presence of all the animals and the integration of those into the scenes is some of the worst and most obvious blue/green screen work i've ever seen ,negative
but whatever it was that cost them so much it didn't translate to quality that's for sure ,negative
the film succeeds despite or perhaps because of an obviously meagre budget ,positive
i'm glad the film didn't go for the most obvious choice as a lesser film certainly would have ,positive
in addition to having one of the most lovely songs ever written french cancan also boasts one of the cutest leading ladies ever to grace the screen ,positive
it's hard not to fall head over heels in love with that girl ,positive
on the negative it's insipid enough to cause regret for another hours of life wasted in front of the screen ,negative
long whiny and pointless ,negative
but i recommend waiting for their future efforts let this one go ,negative
excellent cast story line performances ,positive
totally believable ,positive
anne heche was utterly convincing ,positive
sam shepard's portrayal of a gung ho marine was sobering ,positive
i sat riveted to the tv screen ,positive
all in all i give this one a resounding out of ,positive
i do think tom hanks is a good actor ,positive
i enjoyed reading this book to my children when they were little ,positive
i was very disappointed in the movie ,negative
one character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard ,negative
there is a totally unnecessary train/roller coaster scene ,negative
there was absolutely no warmth or charm to these scenes or characters ,negative
this movie totally grates on my nerves ,negative
the performances are not improved by improvisation because the actors now have twice as much to worry about not only whether they're delivering the line well but whether the line itself is any good ,negative
and quite honestly often its not very good ,negative
often the dialogue doesn't really follow from one line to another or fit the surroundings ,negative
it crackles with an unpredictable youthful energy but honestly i found it hard to follow and concentrate on it meanders so badly ,negative
there are some generally great things in it ,positive
i wouldn't say they're worth hours of your time though ,negative
the suspense builders were good & just cross the line from g to pg ,positive
i especially liked the non cliche choices with the parents; in other movies i could predict the dialog verbatim but the writing in this movie made better selections ,positive
if you want a movie that's not gross but gives you some chills this is a great choice ,positive
alexander nevsky is a great film ,positive
he is an amazing film artist one of the most important whoever lived ,positive
i'm glad this pretentious piece of s didn't do as planned by the dodge stratus big shots it's gonna help movie makers who aren't in the very restrained movie business of québec ,negative
this if the first movie i've given a to in years ,positive
if there was ever a movie that needed word of mouth to promote this is it ,positive
overall the film is interesting and thought provoking ,positive
plus it was well paced and suited its relatively short run time ,positive
give this one a look ,positive
i gave it a ,positive
the wind and the lion is well written and superbly acted ,positive
it is a true classic ,positive
it actually turned out to be pretty decent as far as b list horror/suspense films go ,positive
definitely worth checking out ,positive
the problem was the script ,negative
it was horrendous ,negative
there was nothing believable about it at all ,negative
the only suspense i was feeling was the frustration at just how retarded the girls were ,negative
manna from heaven is a terrific film that is both predictable and unpredictable at the same time ,positive
the scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going ,positive
the cast of veteran actors are more than just a nostalgia trip ,positive
ursula burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church ,positive
if you are looking for a movie with a terrific cast some good musicincluding a shirley jones rendition of the way you look tonight and an uplifting ending give this one a try ,positive
i don't think you will be disappointed ,positive
frankly after cotton club and unfaithful it was kind of embarrassing to watch lane and gere in this film because it is bad ,negative
the acting was bad the dialogs were extremely shallow and insincere ,negative
it was too predictable even for a chick flick ,negative
too politically correct ,negative
very disappointing ,negative
the only thing really worth watching was the scenery and the house because it is beautiful ,positive
i love lane but i've never seen her in a movie this lousy ,negative
an hour and a half i wish i could bring back ,negative
but in terms of the writing it's very fresh and bold ,positive
the acting helps the writing along very well maybe the idiot savant sister could have been played better and it is a real joy to watch ,positive
the directing and the cinematography aren't quite as good ,negative
"the movie was so boring, that i sometimes found myself occupied peaking in the paper instead of watching never happened during a columbo movie before ",negative
 and sometimes it was so embarrassing that i had to look away ,negative
the directing seems too pretentious ,negative
the scenes with the oh so mature neighbour girl are a misplace ,negative
and generally the lines and plot is weaker than the average episode ,negative
then scene where they debated whether or not to sack the trumpeter who falsely was accused for the murder is pure horror really stupid ,negative
some applause should be given to the prelude however ,positive
i really liked that ,positive
a great film by a great director ,positive
the movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night ,positive
the music in the film is really nice too ,positive
i'd advise anyone to go and see it ,positive
brilliant ,positive
 / / ,positive
i liked this movie way too much ,positive
my only problem is i thought the actor playing the villain was a low rent michael ironside ,negative
it rocked my world and is certainly a must see for anyone with no social or physical outlets ,positive
however this didn't make up for the fact that overall this was a tremendously boring movie ,negative
there was no chemistry between ben affleck and sandra bullock in this film and i couldn't understand why he would consider even leaving his wife to be for this chick that he supposedly was knocked out by,negative
there were several moments in the movie that just didn't need to be there and were excruciatingly slow moving ,negative
this was a poor remake of my best friends wedding ,negative
all in all a great disappointment ,negative
i cannot believe that the actors agreed to do this film ,negative
i could not stand to even watch it for very long for fear of losing iq ,negative
i guess that nobody at the network that aired this dribble watched it before putting it on ,negative
imdb ratings only go as low for awful it's time to get some negative numbers in there for cases such as these ,negative
i saw mirrormask last night and it was an unsatisfactory experience ,negative
unfortunately inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict ,negative
these are the central themes of the film and they are handled ineptly stereotypically and with no depth of imagination ,negative
all the pretty pictures in the world cannot make up for a piece of work that is flawed at the core ,negative
it is an hour and half waste of time following a bunch of very pretty high schoolers whine and cry about life ,negative
you can't relate with them hell you barely can understand them ,negative
this is definitely a cult classic well worth viewing and sharing with others ,positive
this movie is a pure disaster the story is stupid and the editing is the worst i have seen it confuses you incredibly ,negative
the fish is badly made and some of its underwater shots are repeated a thousand times in the film ,negative
a truly truly bad film ,negative
the acting is terrible and the writing is worse ,negative
the only possible way this movie could be redeemed would be as mstk fodder ,negative
i paid too much ,negative
also it's a real treat to see anthony quinn playing crazy horse ,positive
it was so boring ,negative
no plot whatsoever ,negative
again no plot at all ,negative
horrible ,negative
worst hour and a half of my lifeoh my gosh ,negative
i had to walk out of the theatre for a few minutes just to get some relief ,negative
i hate movies like that ,negative
yeah the movie pretty much sucked ,negative
there is no plot or storyline ,negative
if you do go see this movie bring a pillow or a girlfriend/boyfriend to keep you occupied through out ,negative
awful ,negative
i don't think i've ever gone to a movie and disliked it as much ,negative
it was a good thing that the tickets only cost five dollars because i would be mad if i'd have paid to see this crap ,negative
nobody identifies with these characters because they're all cardboard cutouts and stereotypes or predictably reverse stereotypes ,negative
this is a bad film with bad writing and good actorsan ugly cartoon crafted by paul haggis for people who can't handle anything but the bold strokes in storytellinga picture painted with crayons ,negative
crash is a depressing little nothing that provokes emotion but teaches you nothing if you already know racism and prejudice are bad things ,negative
still i do like this movie for it's empowerment of women; there's not enough movies out there like this one ,positive
your brain will attempt to shut down as part of a primal impulse of self preservation ,negative
i was left shattered from the experience of watching this 'film' and i took a good two hours to fully recover ,negative
this movie now joins revenge of the boogeyman and zombiez as part of the hellish trinity of horror films ,negative
i certainly do not mean this distinction in a good way ,negative
i mean this in a terrible way ,negative
this film has no redeeming features ,negative
everything is appalling ,negative
artless camera work endlessly presents us with the ugliest setting imaginable ie ,negative
the story is beyond stupid ,negative
the script is?was there a script ,negative
the kids are annoying ,negative
the lead man is charisma free ,negative
utterly without merit on any level this is akin to torture ,negative
i'll even say it again ? this is torture ,negative
maybe there would be a reasonable explanation for this atrocity ,negative
not a pleasant voyage of self discovery ,negative
highly unrecommended ,negative
if this premise sound stupid that's because it is ,negative
yes it's that bad ,negative
nothing at all to recommend ,negative
an excellent performance from ms ,positive
garbo who showed right off the bat that her talents could carry over from the silent era i wanted to see some of her silent work but netflix doesn't seem to be stocking them ,positive
it's also great to see that renowned silent screenwriter frances marion hasn't missed a step going from silent to sound ,positive
this movie suffered because of the writing it needed more suspense ,negative
there were too many close ups ,negative
but other than that the movie seemed to drag and the heroes didn't really work for their freedom ,negative
but this movie is definitely a below average rent ,negative
you'll love it ,positive
this movie is bad ,negative
so bad ,negative
the film is way too long ,negative
this is definitely one of the bad ones ,negative
the movie i received was a great quality film for it's age ,positive
john wayne did an incredible job for being so young in the movie industry ,positive
his on screen presence shined thought even though there were other senior actors on the screen with him ,positive
i think that it is a must see older john wayne film ,positive
i really don't see how anyone could enjoy this movie ,negative
i don't think i've ever seen a movie half as boring as this self indulgent piece of junk ,negative
it probably would have been better if the director hadn't spent most of the movie showcasing his own art work which really isn't that noteworthy ,negative
another thing i didn't really like is when a character got punched in the face a gallon of blood would spew forth soon after ,negative
jamie foxx absolutely is ray charles ,positive
his performance is simply genius ,positive
he owns the film just as spacek owned coal miner's daughter and quaid owned great balls of fire ,positive
 in fact it's hard to remember that the part of ray charles is being acted and not played by the man himself ,positive
ray charles is legendary ,positive
ray charles' life provided excellent biographical material for the film which goes well beyond being just another movie about a musician ,positive
hitchcock is a great director ,positive
ironically i mostly find his films a total waste of time to watch ,negative
secondly hitchcock pretty much perfected the thriller and chase movie ,positive
it's this pandering to the audience that sabotages most of his films ,negative
hence the whole story lacks a certain energy ,negative
the plot simply rumbles on like a machine desperately depending on the addition of new scenes ,negative
there are the usual hitchcock logic flaws ,negative
mishima is extremely uninteresting ,negative
this is a chilly unremarkable movie about an author living/working in a chilly abstruse culture ,negative
the flat reenactments don't hold your attention because they are emotionally adrift and stagy ,negative
and the rest of it just sits there being awful with soldiers singing songs about the masculinity they pledge themselves to hairsplitting about purity the admiration of swords etc ,negative
he can bore you to pieces and kill the momentum of a movie quicker than anyone else ,negative
schrader has made a resume full of lousy amateurish films ,negative
when i first watched this movie in the s i loved it ,positive
i was totally fascinated by the music the dancing everything ,positive
however i recently watched the whole thing again on dvd and i was completely struck by how extremely stupid the storyline was how it contained holes inconsistencies and frankly a whole lot of crap and how horrid the dancing was ,negative
i mean in a realistic world she would never have gotten into that ballet repertory the whole thing was quite pathetic ,negative
the character developments also lacked in depth ,negative
woa talk about awful ,negative
do not waste your time ,negative
it was just too horrible ,negative
the worst sappiest dialogue i could go on and on ,negative
but what really made it unwatchable was the direction ,negative
the poor actors ,negative
you can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action ,negative
if you check the director's filmography on this site you will see why this film didn't have a chance ,negative
this would not even be good as a made for tv flick ,negative
if good intentions made a film great then this film might be one of the greatest films ever made ,positive
the film has great actors a master director a significant theme at least a would be significant theme undertone of fifties existential world weariness aerial scenes that ought to have thrilled both senses and imagination and characters about which one might deeply care ,positive
regrettably the film fails ,negative
the movie lacks visual interest drama expression of feeling and celebration of the very patriotism that underlines the narrative ,negative
no actress has been worse used that june allison in this movie ,negative
yet i enjoy watching it ,positive
unfortunately this is a bad movie that is just plain bad ,negative
"bad script, bad direction and horrible acting make this one plain bad ",negative
the dialogue sucked ,negative
the cinematography if it can be called that sucked ,negative
the soundtrack sucked ,negative
the acting sucked ,negative
the concert sequences just sucked ,negative
that was nice ,positive
that was funny ,positive
it was so funny ,positive
overall this movie was cheap trash ,negative
but this movie is not funny considering the ridiculousness of it ,negative
i came out of it feeling angry ,negative
spoilers whatever else can or can't be said about it surface is superbly crafted ,positive
the cinematography is simply stunning to say the least and the fx are nothing if not state of the art ,positive
conceptually the show offers a little bit of everything and for just about everybody parents kids fantasy and/or fx fans ,positive
and there wasn't a single sour note struck acting wise either; some surprisingly solid casting here ,positive
all things considered a job very well done,positive
thanks good a movie like this was done and released ,positive
one of the best mexican movies ever and one of the less understood even by mexican themselves no matter how identified the should have felt with it ,positive
it ranks highly as a great noir crime drama incredible performances by belmondo and lino ventura ,positive
the attention given to every character and complex psychological portrayals detailing loyalty treachery love and hope are tremendous ,positive
it is an excellent drama an excellent thriller and an excellent film ,positive
up there with the best of melville ,positive
everything about this film is simply incredible ,positive
you truly take this journey through the eyes and soul of a child ,positive
black water is a thriller that manages to completely transcend it's limitations it's an indie flick by continually subverting expectations to emerge as an intense experience ,positive
the performances are real and gripping the crocdodile is extremely well done indeed if the black water website is to be believed that's because they used real crocs and the swamp location is fabulous ,positive
i thoroughly enjoyed it when christopher eccleston took control of the tardis and the continuation of the series ,positive
i'm not sure what he was trying to do with this film ,negative
if it was to turn my good day feeling into a night of disturbing memories than i guess he succeeded ,negative
there is a lot of beautiful places ,positive
it was forced like everything in this movie ,negative
again lame ,negative
here's where the movie really pied me off ,negative
and don't even get me started on the jerky camerawork ,negative
when i saw it in the theater i thought i was going to be sick ,negative
summary the witticisms weren't witty ,negative
the plot well i said i'd let that one go ,negative
the acting was bad ,negative
really bad ,negative
even billy bob couldn't rise above the script which was worse ,negative
camerawork again bad ,negative
rating out of ,negative
an amazing finale to possibly the best trilogy of all time ,positive
kieslowski never ceases to amaze me ,positive
he is one of my favourite directors and one of the most talented directors in the history of cinema ,positive
his use of the colours of the french flag in the three films was nothing short of incredible every shot every scene was like a work of art ,positive
three of the most visually appealing movies i've ever seen ,positive
and his subtle connections between the three films are awesome ,positive
i have to mention this and it is a huge spoiler i loved the ending how all the characters of the three films were the remaining survivors of the ferry disaster with valentine and the young judge together and the old man watching it on her tv solidifying his happiness over the suffering which he dealt with for those many years ,positive
"i couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy ",positive
i recommend this for everyone who loves film movies anythinga work of art ,positive
 out of for both the movie and trilogy ,positive
i literally vomited while watching this film ,negative
i think i was one of the people who found this another one of roth's pearls ,positive
his performance as awarded was stunning ,positive
the story which was told so eloquently by francis ford coppola years earlier really unfolds gradually and leaves room for the characters to develop ,positive
in a most wonderful location lies a story of contrast ,positive
all in all a beautiful directed film from nicola's roeg wih a sublime cast ,positive
i'm translating movies for a living and this is the first movie in my year working experience that i found offensive to my intelligence ,negative
but when someone strives for greatness and poetry but delivers a muddled and often ridiculous story a bunch of disparate scenes pretentious dialogue then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap ,negative
to those who find this movie intelligent or even masterful i can only say it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt it's in our human nature to try and make sense of things ,negative
one more thing i can tolerate political incorrectness very well i'm all for artistic freedom and suspension of disbelief but the slavic female character was just too much ,negative
this is such a fun and funny movie ,positive
highly entertaining at all angles ,positive
it features an outlandish array of memorable psychotic but lovable nuts ,positive
so for our enjoyment we get to see them run around play games and be dangerous ,positive
it even has its sweet moments ,positive
the telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine ,positive
all the characters in this film are tremendously well played ,positive
and i really did find them funny ,positive
this is actually a very smart movie ,positive
there is a brilliant twist ending ,positive
 i love it ,positive
the ending is so so perfect you'll shed a tear ,positive
i am so thrilled after seeing a movie like this ,positive
i will never forget it now ,positive
it is not just a cult it is a cult classic ,positive
which has more depth and character than the man underneath it ,negative
the malta settings are as dry and as barren as the dialogue ,negative
this movie is terrible ,negative
the hockey scenes are terrible defensemen playing like they're years old goalies diving at shots that are feet wide of the net etc ,negative
"for those that haven't seen it, don't waste your time ",negative
to call this movie a drama is ridiculous ,negative
started watching this but didn't believe in any of the characters ,negative
in particular the relationship between the bakery assistant and the waitress just didn't work for me at all ,negative
it was a very superficial movie and it gave me the feeling that i was watching play rather than a film ,negative
the characters were very 'stagey' and the storyline was a lot like a stage farce ,negative
by the time the pyromaniac waylaid the assistant i was bored and didn't care what happened next and so i switched off ,negative
glad i didn't pay to see it ,negative
didn't laugh or even smile once ,negative
but it wasn't anything at all just one big yawn ,negative
it is a really good show to watch ,positive
it is very educational for children to years old ,positive
barney is definitely super de duper ,positive
is pretty funny ,positive
babie bop is very cute ,positive
the kids are very cool too ,positive
 but storm trooper is not even bad enough to make it to the list of wonderfully terrible movies ,negative
it's just lame ,negative
the guy who said he's had better dialogue with his potted plants has it right ,negative
everything about this movie is stupid ,negative
even if you love bad movies do not watch this movie ,negative
it is shameful ,negative
i would give this television series a plus if i could ,positive
the writers were smack on and i think the best actors and actresses were a bonus to the showthese characters were so real ,positive
i must say i have taped most of the episodes and i find myself watching them over and over again ,positive
now you know why i gave it a + ,positive
i don't know exactly what it is about this movie but we latched on to this endearing movie and it has become a special part of our family's memories ,positive
i totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is ,positive
the things that the four kids get themselves into is absolutely hilarious to watch ,positive
this is one of the best movies out there that shows such strong sibling bond for each other ,positive
much more interesting more action more suspense and less of the unneeded controversy ,positive
everything from acting to cinematography was solid ,positive
definitely worth checking out ,positive
